County name,State,FIPS,Population (2019),,,
Delta County, Michigan,26041,"35,784",,,
Dickinson County, Michigan,26043,"25,239",,,
Eaton County, Michigan,26045,"110,268",,,
Emmet County, Michigan,26047,"33,415",,,
Genesee County, Michigan,26049,"405,813",,,
Gladwin County, Michigan,26051,"25,449",,,
Gogebic County, Michigan,26053,"13,975",,,
Grand Traverse County, Michigan,26055,"93,088",,,
Gratiot County, Michigan,26057,"40,711",,,
Hillsdale County, Michigan,26059,"45,605",,,
Houghton County, Michigan,26061,"35,684",,,
Huron County, Michigan,26063,"30,981",,,
Ingham County, Michigan,26065,"292,406",,,
Ionia County, Michigan,26067,"64,697",,,
Iosco County, Michigan,26069,"25,127",,,
Iron County, Michigan,26071,"11,066",,,
Isabella County, Michigan,26073,"69,872",,,
Jackson County, Michigan,26075,"158,510",,,
Kalamazoo County, Michigan,26077,"265,066",,,
Kalkaska County, Michigan,26079,"18,038",,,
Kent County, Michigan,26081,"656,955",,,
Keweenaw County, Michigan,26083,"2,116",,,
Lake County, Michigan,26085,"11,853",,,
Lapeer County, Michigan,26087,"87,607",,,
Leelanau County, Michigan,26089,"21,761",,,
Lenawee County, Michigan,26091,"98,451",,,
Livingston County, Michigan,26093,"191,995",,,
Luce County, Michigan,26095,"6,229",,,
Mackinac County, Michigan,26097,"10,799",,,
Macomb County, Michigan,26099,"873,972",,,
Manistee County, Michigan,26101,"24,558",,,
Marquette County, Michigan,26103,"66,699",,,
Mason County, Michigan,26105,"29,144",,,
Mecosta County, Michigan,26107,"43,453",,,
Menominee County, Michigan,26109,"22,780",,,
Midland County, Michigan,26111,"83,156",,,
Missaukee County, Michigan,26113,"15,118",,,
Monroe County, Michigan,26115,"150,500",,,
Montcalm County, Michigan,26117,"63,888",,,
Montmorency County, Michigan,26119,"9,328",,,
Muskegon County, Michigan,26121,"173,566",,,
Newaygo County, Michigan,26123,"48,980",,,
Oakland County, Michigan,26125,"1,257,584",,,
Oceana County, Michigan,26127,"26,467",,,
Ogemaw County, Michigan,26129,"20,997",,,
Ontonagon County, Michigan,26131,"5,720",,,
Osceola County, Michigan,26133,"23,460",,,
Oscoda County, Michigan,26135,"8,241",,,
Otsego County, Michigan,26137,"24,668",,,
Ottawa County, Michigan,26139,"291,830",,,
Presque Isle County, Michigan,26141,"12,592",,,
Roscommon County, Michigan,26143,"24,019",,,
Saginaw County, Michigan,26145,"190,539",,,
Sanilac County, Michigan,26151,"41,170",,,
Schoolcraft County, Michigan,26153,"8,094",,,
Shiawassee County, Michigan,26155,"68,122",,,
St Clair County, Michigan,26147,"159,128",,,
St Joseph County, Michigan,26149,"60,964",,,
Tuscola County, Michigan,26157,"52,245",,,
Van Buren County, Michigan,26159,"75,677",,,
Washtenaw County, Michigan,26161,"367,601",,,
Wayne County, Michigan,26163,"1,749,343",,,
Wexford County, Michigan,26165,"33,631",,,
Aitkin County, Minnesota,27001,"15,886",,,
Anoka County, Minnesota,27003,"356,921",,,
Becker County, Minnesota,27005,"34,423",,,
Beltrami County, Minnesota,27007,"47,188",,,
Benton County, Minnesota,27009,"40,889",,,
Big Stone County, Minnesota,27011,"4,991",,,
Blue Earth County, Minnesota,27013,"67,653",,,
Brown County, Minnesota,27015,"25,008",,,
Carlton County, Minnesota,27017,"35,871",,,
Carver County, Minnesota,27019,"105,089",,,
Cass County, Minnesota,27021,"29,779",,,
Chippewa County, Minnesota,27023,"11,800",,,
Chisago County, Minnesota,27025,"56,579",,,
Clay County, Minnesota,27027,"64,222",,,
Clearwater County, Minnesota,27029,"8,818",,,
Cook County, Minnesota,27031,"5,463",,,
Cottonwood County, Minnesota,27033,"11,196",,,
Crow Wing County, Minnesota,27035,"65,055",,,
Dakota County, Minnesota,27037,"429,021",,,
Dodge County, Minnesota,27039,"20,934",,,
Douglas County, Minnesota,27041,"38,141",,,
Faribault County, Minnesota,27043,"13,653",,,
Fillmore County, Minnesota,27045,"21,067",,,
Freeborn County, Minnesota,27047,"30,281",,,
Goodhue County, Minnesota,27049,"46,340",,,
Grant County, Minnesota,27051,"5,972",,,
Hennepin County, Minnesota,27053,"1,265,843",,,
Houston County, Minnesota,27055,"18,600",,,
Hubbard County, Minnesota,27057,"21,491",,,
Isanti County, Minnesota,27059,"40,596",,,
Itasca County, Minnesota,27061,"45,130",,,
Jackson County, Minnesota,27063,"9,846",,,
Kanabec County, Minnesota,27065,"16,337",,,
Kandiyohi County, Minnesota,27067,"43,199",,,
Kittson County, Minnesota,27069,"4,298",,,
Koochiching County, Minnesota,27071,"12,229",,,
Lac qui Parle County, Minnesota,27073,"6,623",,,
Lake County, Minnesota,27075,"10,641",,,
Lake of the Woods County, Minnesota,27077,"3,740",,,
Le Sueur County, Minnesota,27079,"28,887",,,
Lincoln County, Minnesota,27081,"5,639",,,
Lyon County, Minnesota,27083,"25,474",,,
Mahnomen County, Minnesota,27087,"5,527",,,
Marshall County, Minnesota,27089,"9,336",,,
Martin County, Minnesota,27091,"19,683",,,
McLeod County, Minnesota,27085,"35,893",,,
Meeker County, Minnesota,27093,"23,222",,,
Mille Lacs County, Minnesota,27095,"26,277",,,
Morrison County, Minnesota,27097,"33,386",,,
Mower County, Minnesota,27099,"40,062",,,
Murray County, Minnesota,27101,"8,194",,,
Nicollet County, Minnesota,27103,"34,274",,,
Nobles County, Minnesota,27105,"21,629",,,
Norman County, Minnesota,27107,"6,375",,,
Olmsted County, Minnesota,27109,"158,293",,,
Otter Tail County, Minnesota,27111,"58,746",,,
Pennington County, Minnesota,27113,"14,119",,,
Pine County, Minnesota,27115,"29,579",,,
Pipestone County, Minnesota,27117,"9,126",,,
Polk County, Minnesota,27119,"31,364",,,
Pope County, Minnesota,27121,"11,249",,,
Ramsey County, Minnesota,27123,"550,321",,,
Red Lake County, Minnesota,27125,"4,055",,,
Redwood County, Minnesota,27127,"15,170",,,
Renville County, Minnesota,27129,"14,548",,,
Rice County, Minnesota,27131,"66,972",,,
Rock County, Minnesota,27133,"9,315",,,
Roseau County, Minnesota,27135,"15,165",,,
Scott County, Minnesota,27139,"149,013",,,
Sherburne County, Minnesota,27141,"97,238",,,
Sibley County, Minnesota,27143,"14,865",,,
St Louis County, Minnesota,27137,"199,070",,,
Stearns County, Minnesota,27145,"161,075",,,
Steele County, Minnesota,27147,"36,649",,,
Stevens County, Minnesota,27149,"9,805",,,
Swift County, Minnesota,27151,"9,266",,,
Todd County, Minnesota,27153,"24,664",,,
Traverse County, Minnesota,27155,"3,259",,,
Wabasha County, Minnesota,27157,"21,627",,,
Wadena County, Minnesota,27159,"13,682",,,
Waseca County, Minnesota,27161,"18,612",,,
Washington County, Minnesota,27163,"262,440",,,
Watonwan County, Minnesota,27165,"10,897",,,
Wilkin County, Minnesota,27167,"6,207",,,
Winona County, Minnesota,27169,"50,484",,,
Wright County, Minnesota,27171,"138,377",,,
Yellow Medicine County, Minnesota,27173,"9,709",,,
Adams County, Mississippi,28001,"30,693",,,
Alcorn County, Mississippi,28003,"36,953",,,
Amite County, Mississippi,28005,"12,297",,,
Attala County, Mississippi,28007,"18,174",,,
Benton County, Mississippi,28009,"8,259",,,
Bolivar County, Mississippi,28011,"30,628",,,
Calhoun County, Mississippi,28013,"14,361",,,
Carroll County, Mississippi,28015,"9,947",,,
Chickasaw County, Mississippi,28017,"17,103",,,
Choctaw County, Mississippi,28019,"8,210",,,
Claiborne County, Mississippi,28021,"8,988",,,
Clarke County, Mississippi,28023,"15,541",,,
Clay County, Mississippi,28025,"19,316",,,
Coahoma County, Mississippi,28027,"22,124",,,
Copiah County, Mississippi,28029,"28,065",,,
Covington County, Mississippi,28031,"18,636",,,
DeSoto County, Mississippi,28033,"184,945",,,
Forrest County, Mississippi,28035,"74,897",,,
Franklin County, Mississippi,28037,"7,713",,,
George County, Mississippi,28039,"24,500",,,
Greene County, Mississippi,28041,"13,586",,,
Grenada County, Mississippi,28043,"20,758",,,
Hancock County, Mississippi,28045,"47,632",,,
Harrison County, Mississippi,28047,"208,080",,,
Hinds County, Mississippi,28049,"231,840",,,
Holmes County, Mississippi,28051,"17,010",,,
Humphreys County, Mississippi,28053,"8,064",,,
Issaquena County, Mississippi,28055,"1,327",,,
Itawamba County, Mississippi,28057,"23,390",,,
Jackson County, Mississippi,28059,"143,617",,,
Jasper County, Mississippi,28061,"16,383",,,
Jefferson County, Mississippi,28063,"6,990",,,
Jefferson Davis County, Mississippi,28065,"11,128",,,
Jones County, Mississippi,28067,"68,098",,,
Kemper County, Mississippi,28069,"9,742",,,
Lafayette County, Mississippi,28071,"54,019",,,
Lamar County, Mississippi,28073,"63,343",,,
Lauderdale County, Mississippi,28075,"74,125",,,
Lawrence County, Mississippi,28077,"12,586",,,
Leake County, Mississippi,28079,"22,786",,,
Lee County, Mississippi,28081,"85,436",,,
Leflore County, Mississippi,28083,"28,183",,,
Lincoln County, Mississippi,28085,"34,153",,,
Lowndes County, Mississippi,28087,"58,595",,,
Madison County, Mississippi,28089,"106,272",,,
Marion County, Mississippi,28091,"24,573",,,
Marshall County, Mississippi,28093,"35,294",,,
Monroe County, Mississippi,28095,"35,252",,,
Montgomery County, Mississippi,28097,"9,775",,,
Neshoba County, Mississippi,28099,"29,118",,,
Newton County, Mississippi,28101,"21,018",,,
Noxubee County, Mississippi,28103,"10,417",,,
Oktibbeha County, Mississippi,28105,"49,587",,,
Panola County, Mississippi,28107,"34,192",,,
Pearl River County, Mississippi,28109,"55,535",,,
Perry County, Mississippi,28111,"11,973",,,
Pike County, Mississippi,28113,"39,288",,,
Pontotoc County, Mississippi,28115,"32,174",,,
Prentiss County, Mississippi,28117,"25,126",,,
Quitman County, Mississippi,28119,"6,792",,,
Rankin County, Mississippi,28121,"155,271",,,
Scott County, Mississippi,28123,"28,124",,,
Sharkey County, Mississippi,28125,"4,321",,,
Simpson County, Mississippi,28127,"26,658",,,
Smith County, Mississippi,28129,"15,916",,,
Stone County, Mississippi,28131,"18,336",,,
Sunflower County, Mississippi,28133,"25,110",,,
Tallahatchie County, Mississippi,28135,"13,809",,,
Tate County, Mississippi,28137,"28,321",,,
Tippah County, Mississippi,28139,"22,015",,,
Tishomingo County, Mississippi,28141,"19,383",,,
Tunica County, Mississippi,28143,"9,632",,,
Union County, Mississippi,28145,"28,815",,,
Walthall County, Mississippi,28147,"14,286",,,
Warren County, Mississippi,28149,"45,381",,,
Washington County, Mississippi,28151,"43,909",,,
Wayne County, Mississippi,28153,"20,183",,,
Webster County, Mississippi,28155,"9,689",,,
Wilkinson County, Mississippi,28157,"8,630",,,
Winston County, Mississippi,28159,"17,955",,,
Yalobusha County, Mississippi,28161,"12,108",,,
Yazoo County, Mississippi,28163,"29,690",,,
Adair County, Missouri,29001,"25,343",,,
Andrew County, Missouri,29003,"17,712",,,
Atchison County, Missouri,29005,"5,143",,,
Audrain County, Missouri,29007,"25,388",,,
Barry County, Missouri,29009,"35,789",,,
Barton County, Missouri,29011,"11,754",,,
Bates County, Missouri,29013,"16,172",,,
Benton County, Missouri,29015,"19,443",,,
Bollinger County, Missouri,29017,"12,133",,,
Boone County, Missouri,29019,"180,463",,,
Buchanan County, Missouri,29021,"87,364",,,
Butler County, Missouri,29023,"42,478",,,
Caldwell County, Missouri,29025,"9,020",,,
Callaway County, Missouri,29027,"44,743",,,
Camden County, Missouri,29029,"46,305",,,
Cape Girardeau County, Missouri,29031,"78,871",,,
Carroll County, Missouri,29033,"8,679",,,
Carter County, Missouri,29035,"5,982",,,
Cass County, Missouri,29037,"105,780",,,
Cedar County, Missouri,29039,"14,349",,,
Chariton County, Missouri,29041,"7,426",,,
Christian County, Missouri,29043,"88,595",,,
Clark County, Missouri,29045,"6,797",,,
Clay County, Missouri,29047,"249,948",,,
Clinton County, Missouri,29049,"20,387",,,
Cole County, Missouri,29051,"76,745",,,
Cooper County, Missouri,29053,"17,709",,,
Crawford County, Missouri,29055,"23,920",,,
Dade County, Missouri,29057,"7,561",,,
Dallas County, Missouri,29059,"16,878",,,
Daviess County, Missouri,29061,"8,278",,,
DeKalb County, Missouri,29063,"12,547",,,
Dent County, Missouri,29065,"15,573",,,
Douglas County, Missouri,29067,"13,185",,,
Dunklin County, Missouri,29069,"29,131",,,
Franklin County, Missouri,29071,"103,967",,,
Gasconade County, Missouri,29073,"14,706",,,
Gentry County, Missouri,29075,"6,571",,,
Greene County, Missouri,29077,"293,086",,,
Grundy County, Missouri,29079,"9,850",,,
Harrison County, Missouri,29081,"8,352",,,
Henry County, Missouri,29083,"21,824",,,
Hickory County, Missouri,29085,"9,544",,,
Holt County, Missouri,29087,"4,403",,,
Howard County, Missouri,29089,"10,001",,,
Howell County, Missouri,29091,"40,117",,,
Iron County, Missouri,29093,"10,125",,,
Jackson County, Missouri,29095,"703,011",,,
Jasper County, Missouri,29097,"121,328",,,
Jefferson County, Missouri,29099,"225,081",,,
Johnson County, Missouri,29101,"54,062",,,
Knox County, Missouri,29103,"3,959",,,
Laclede County, Missouri,29105,"35,723",,,
Lafayette County, Missouri,29107,"32,708",,,
Lawrence County, Missouri,29109,"38,355",,,
Lewis County, Missouri,29111,"9,776",,,
Lincoln County, Missouri,29113,"59,013",,,
Linn County, Missouri,29115,"11,920",,,
Livingston County, Missouri,29117,"15,227",,,
Macon County, Missouri,29121,"15,117",,,
Madison County, Missouri,29123,"12,088",,,
Maries County, Missouri,29125,"8,697",,,
Marion County, Missouri,29127,"28,530",,,
McDonald County, Missouri,29119,"22,837",,,
Mercer County, Missouri,29129,"3,617",,,
Miller County, Missouri,29131,"25,619",,,
Mississippi County, Missouri,29133,"13,180",,,
Moniteau County, Missouri,29135,"16,132",,,
Monroe County, Missouri,29137,"8,644",,,
Montgomery County, Missouri,29139,"11,551",,,
Morgan County, Missouri,29141,"20,627",,,
New Madrid County, Missouri,29143,"17,076",,,
Newton County, Missouri,29145,"58,236",,,
Nodaway County, Missouri,29147,"22,092",,,
Oregon County, Missouri,29149,"10,529",,,
Osage County, Missouri,29151,"13,615",,,
Ozark County, Missouri,29153,"9,174",,,
Pemiscot County, Missouri,29155,"15,805",,,
Perry County, Missouri,29157,"19,136",,,
Pettis County, Missouri,29159,"42,339",,,
Phelps County, Missouri,29161,"44,573",,,
Pike County, Missouri,29163,"18,302",,,
Platte County, Missouri,29165,"104,418",,,
Polk County, Missouri,29167,"32,149",,,
Pulaski County, Missouri,29169,"52,607",,,
Putnam County, Missouri,29171,"4,696",,,
Ralls County, Missouri,29173,"10,309",,,
Randolph County, Missouri,29175,"24,748",,,
Ray County, Missouri,29177,"23,018",,,
Reynolds County, Missouri,29179,"6,270",,,
Ripley County, Missouri,29181,"13,288",,,
Saline County, Missouri,29195,"22,761",,,
Schuyler County, Missouri,29197,"4,660",,,
Scotland County, Missouri,29199,"4,902",,,
Scott County, Missouri,29201,"38,280",,,
Shannon County, Missouri,29203,"8,166",,,
Shelby County, Missouri,29205,"5,930",,,
St Charles County, Missouri,29183,"402,022",,,
St Clair County, Missouri,29185,"9,397",,,
St Francois County, Missouri,29187,"67,215",,,
St Louis city, Missouri,29189,"300,576",,,
St Louis County, Missouri,29510,"994,205",,,
Ste Genevieve County, Missouri,29186,"17,894",,,
Stoddard County, Missouri,29207,"29,025",,,
Stone County, Missouri,29209,"31,952",,,
Sullivan County, Missouri,29211,"6,089",,,
Taney County, Missouri,29213,"55,928",,,
Texas County, Missouri,29215,"25,398",,,
Vernon County, Missouri,29217,"20,563",,,
Warren County, Missouri,29219,"35,649",,,
Washington County, Missouri,29221,"24,730",,,
Wayne County, Missouri,29223,"12,873",,,
Webster County, Missouri,29225,"39,592",,,
Worth County, Missouri,29227,"2,013",,,
Wright County, Missouri,29229,"18,289",,,
Beaverhead County, Montana,30001,"9,453",,,
Big Horn County, Montana,30003,"13,319",,,
Blaine County, Montana,30005,"6,681",,,
Broadwater County, Montana,30007,"6,237",,,
Carbon County, Montana,30009,"10,725",,,
Carter County, Montana,30011,"1,252",,,
Cascade County, Montana,30013,"81,366",,,
Chouteau County, Montana,30015,"5,635",,,
Custer County, Montana,30017,"11,402",,,
Daniels County, Montana,30019,"1,690",,,
Dawson County, Montana,30021,"8,613",,,
Deer Lodge County, Montana,30023,"9,140",,,
Fallon County, Montana,30025,"2,846",,,
Fergus County, Montana,30027,"11,050",,,
Flathead County, Montana,30029,"103,806",,,
Gallatin County, Montana,30031,"114,434",,,
Garfield County, Montana,30033,"1,258",,,
Glacier County, Montana,30035,"13,753",,,
Golden Valley County, Montana,30037,821,,,
Granite County, Montana,30039,"3,379",,,
Hill County, Montana,30041,"16,484",,,
Jefferson County, Montana,30043,"12,221",,,
Judith Basin County, Montana,30045,"2,007",,,
Lake County, Montana,30047,"30,458",,,
Lewis and Clark County, Montana,30049,"69,432",,,
Liberty County, Montana,30051,"2,337",,,
Lincoln County, Montana,30053,"19,980",,,
Madison County, Montana,30057,"8,600",,,
McCone County, Montana,30055,"1,664",,,
Meagher County, Montana,30059,"1,862",,,
Mineral County, Montana,30061,"4,397",,,
Missoula County, Montana,30063,"119,600",,,
Musselshell County, Montana,30065,"4,633",,,
Park County, Montana,30067,"16,606",,,
Petroleum County, Montana,30069,487,,,
Phillips County, Montana,30071,"3,954",,,
Pondera County, Montana,30073,"5,911",,,
Powder River County, Montana,30075,"1,682",,,
Powell County, Montana,30077,"6,890",,,
Prairie County, Montana,30079,"1,077",,,
Ravalli County, Montana,30081,"43,806",,,
Richland County, Montana,30083,"10,803",,,
Roosevelt County, Montana,30085,"11,004",,,
Rosebud County, Montana,30087,"8,937",,,
Sanders County, Montana,30089,"12,113",,,
Sheridan County, Montana,30091,"3,309",,,
Silver Bow County, Montana,30093,"34,915",,,
Stillwater County, Montana,30095,"9,642",,,
Sweet Grass County, Montana,30097,"3,737",,,
Teton County, Montana,30099,"6,147",,,
Toole County, Montana,30101,"4,736",,,
Treasure County, Montana,30103,696,,,
Valley County, Montana,30105,"7,396",,,
Wheatland County, Montana,30107,"2,126",,,
Wibaux County, Montana,30109,969,,,
Yellowstone County, Montana,30111,"161,300",,,
Adams County, Nebraska,31001,"31,363",,,
Antelope County, Nebraska,31003,"6,298",,,
Arthur County, Nebraska,31005,463,,,
Banner County, Nebraska,31007,745,,,
Blaine County, Nebraska,31009,465,,,
Boone County, Nebraska,31011,"5,192",,,
Box Butte County, Nebraska,31013,"10,783",,,
Boyd County, Nebraska,31015,"1,919",,,
Brown County, Nebraska,31017,"2,955",,,
Buffalo County, Nebraska,31019,"49,659",,,
Burt County, Nebraska,31021,"6,459",,,
Butler County, Nebraska,31023,"8,016",,,
Cass County, Nebraska,31025,"26,248",,,
Cedar County, Nebraska,31027,"8,402",,,
Chase County, Nebraska,31029,"3,924",,,
Cherry County, Nebraska,31031,"5,689",,,
Cheyenne County, Nebraska,31033,"8,910",,,
Clay County, Nebraska,31035,"6,203",,,
Colfax County, Nebraska,31037,"10,709",,,
Cuming County, Nebraska,31039,"8,846",,,
Custer County, Nebraska,31041,"10,777",,,
Dakota County, Nebraska,31043,"20,026",,,
Dawes County, Nebraska,31045,"8,589",,,
Dawson County, Nebraska,31047,"23,595",,,
Deuel County, Nebraska,31049,"1,794",,,
Dixon County, Nebraska,31051,"5,636",,,
Dodge County, Nebraska,31053,"36,565",,,
Douglas County, Nebraska,31055,"571,327",,,
Dundy County, Nebraska,31057,"1,693",,,
Fillmore County, Nebraska,31059,"5,462",,,
Franklin County, Nebraska,31061,"2,979",,,
Frontier County, Nebraska,31063,"2,627",,,
Furnas County, Nebraska,31065,"4,676",,,
Gage County, Nebraska,31067,"21,513",,,
Garden County, Nebraska,31069,"1,837",,,
Garfield County, Nebraska,31071,"1,969",,,
Gosper County, Nebraska,31073,"1,990",,,
Grant County, Nebraska,31075,623,,,
Greeley County, Nebraska,31077,"2,356",,,
Hall County, Nebraska,31079,"61,353",,,
Hamilton County, Nebraska,31081,"9,324",,,
Harlan County, Nebraska,31083,"3,380",,,
Hayes County, Nebraska,31085,922,,,
Hitchcock County, Nebraska,31087,"2,762",,,
Holt County, Nebraska,31089,"10,067",,,
Hooker County, Nebraska,31091,682,,,
Howard County, Nebraska,31093,"6,445",,,
Jefferson County, Nebraska,31095,"7,046",,,
Johnson County, Nebraska,31097,"5,071",,,
Kearney County, Nebraska,31099,"6,495",,,
Keith County, Nebraska,31101,"8,034",,,
Keya Paha County, Nebraska,31103,806,,,
Kimball County, Nebraska,31105,"3,632",,,
Knox County, Nebraska,31107,"8,332",,,
Lancaster County, Nebraska,31109,"319,090",,,
Lincoln County, Nebraska,31111,"34,914",,,
Logan County, Nebraska,31113,748,,,
Loup County, Nebraska,31115,664,,,
Madison County, Nebraska,31119,"35,099",,,
McPherson County, Nebraska,31117,494,,,
Merrick County, Nebraska,31121,"7,755",,,
Morrill County, Nebraska,31123,"4,642",,,
Nance County, Nebraska,31125,"3,519",,,
Nemaha County, Nebraska,31127,"6,972",,,
Nuckolls County, Nebraska,31129,"4,148",,,
Otoe County, Nebraska,31131,"16,012",,,
Pawnee County, Nebraska,31133,"2,613",,,
Perkins County, Nebraska,31135,"2,891",,,
Phelps County, Nebraska,31137,"9,034",,,
Pierce County, Nebraska,31139,"7,148",,,
Platte County, Nebraska,31141,"33,470",,,
Polk County, Nebraska,31143,"5,213",,,
Red Willow County, Nebraska,31145,"10,724",,,
Richardson County, Nebraska,31147,"7,865",,,
Rock County, Nebraska,31149,"1,357",,,
Saline County, Nebraska,31151,"14,224",,,
Sarpy County, Nebraska,31153,"187,196",,,
Saunders County, Nebraska,31155,"21,578",,,
Scotts Bluff County, Nebraska,31157,"35,618",,,
Seward County, Nebraska,31159,"17,284",,,
Sheridan County, Nebraska,31161,"5,246",,,
Sherman County, Nebraska,31163,"3,001",,,
Sioux County, Nebraska,31165,"1,166",,,
Stanton County, Nebraska,31167,"5,920",,,
Thayer County, Nebraska,31169,"5,003",,,
Thomas County, Nebraska,31171,722,,,
Thurston County, Nebraska,31173,"7,224",,,
Valley County, Nebraska,31175,"4,158",,,
Washington County, Nebraska,31177,"20,729",,,
Wayne County, Nebraska,31179,"9,385",,,
Webster County, Nebraska,31181,"3,487",,,
Wheeler County, Nebraska,31183,783,,,
York County, Nebraska,31185,"13,679",,,
Carson City, Nevada,32510,"55,916",,,
Churchill County, Nevada,32001,"24,909",,,
Clark County, Nevada,32003,"2,266,715",,,
Douglas County, Nevada,32005,"48,905",,,
Elko County, Nevada,32007,"52,778",,,
Esmeralda County, Nevada,32009,873,,,
Eureka County, Nevada,32011,"2,029",,,
Humboldt County, Nevada,32013,"16,831",,,
Lander County, Nevada,32015,"5,532",,,
Lincoln County, Nevada,32017,"5,183",,,
Lyon County, Nevada,32019,"57,510",,,
Mineral County, Nevada,32021,"4,505",,,
Nye County, Nevada,32023,"46,523",,,
Pershing County, Nevada,32027,"6,725",,,
Storey County, Nevada,32029,"4,123",,,
Washoe County, Nevada,32031,"471,519",,,
White Pine County, Nevada,32033,"9,580",,,
Belknap County, New Hampshire,33001,"61,303",,,
Carroll County, New Hampshire,33003,"48,910",,,
Cheshire County, New Hampshire,33005,"76,085",,,
Coos County, New Hampshire,33007,"31,563",,,
Grafton County, New Hampshire,33009,"89,886",,,
Hillsborough County, New Hampshire,33011,"417,025",,,
Merrimack County, New Hampshire,33013,"151,391",,,
Rockingham County, New Hampshire,33015,"309,769",,,
Strafford County, New Hampshire,33017,"130,633",,,
Sullivan County, New Hampshire,33019,"43,146",,,
Atlantic County, New Jersey,34001,"263,670",,,
Bergen County, New Jersey,34003,"932,202",,,
Burlington County, New Jersey,34005,"445,349",,,
Camden County, New Jersey,34007,"506,471",,,
Cape May County, New Jersey,34009,"92,039",,,
Cumberland County, New Jersey,34011,"149,527",,,
Essex County, New Jersey,34013,"798,975",,,
Gloucester County, New Jersey,34015,"291,636",,,
Hudson County, New Jersey,34017,"672,391",,,
Hunterdon County, New Jersey,34019,"124,371",,,
Mercer County, New Jersey,34021,"367,430",,,
Middlesex County, New Jersey,34023,"825,062",,,
Monmouth County, New Jersey,34025,"618,795",,,
Morris County, New Jersey,34027,"491,845",,,
Ocean County, New Jersey,34029,"607,186",,,
Passaic County, New Jersey,34031,"501,826",,,
Salem County, New Jersey,34033,"62,385",,,
Somerset County, New Jersey,34035,"328,934",,,
Sussex County, New Jersey,34037,"140,488",,,
Union County, New Jersey,34039,"556,341",,,
Warren County, New Jersey,34041,"105,267",,,
Bernalillo County, New Mexico,35001,"679,121",,,
Catron County, New Mexico,35003,"3,527",,,
Chaves County, New Mexico,35005,"64,615",,,
Cibola County, New Mexico,35006,"26,675",,,
Colfax County, New Mexico,35007,"11,941",,,
Curry County, New Mexico,35009,"48,954",,,
De Baca County, New Mexico,35011,"1,748",,,
Doña Ana County, New Mexico,35013,"218,195",,,
Eddy County, New Mexico,35015,"58,460",,,
Grant County, New Mexico,35017,"26,998",,,
Guadalupe County, New Mexico,35019,"4,300",,,
Harding County, New Mexico,35021,625,,,
Hidalgo County, New Mexico,35023,"4,198",,,
Lea County, New Mexico,35025,"71,070",,,
Lincoln County, New Mexico,35027,"19,572",,,
Los Alamos County, New Mexico,35028,"19,369",,,
Luna County, New Mexico,35029,"23,709",,,
McKinley County, New Mexico,35031,"71,367",,,
Mora County, New Mexico,35033,"4,521",,,
Otero County, New Mexico,35035,"67,490",,,
Quay County, New Mexico,35037,"8,253",,,
Rio Arriba County, New Mexico,35039,"38,921",,,
Roosevelt County, New Mexico,35041,"18,500",,,
San Juan County, New Mexico,35045,"123,958",,,
San Miguel County, New Mexico,35047,"27,277",,,
Sandoval County, New Mexico,35043,"146,748",,,
Santa Fe County, New Mexico,35049,"150,358",,,
Sierra County, New Mexico,35051,"10,791",,,
Socorro County, New Mexico,35053,"16,637",,,
Taos County, New Mexico,35055,"32,723",,,
Torrance County, New Mexico,35057,"15,461",,,
Union County, New Mexico,35059,"4,059",,,
Valencia County, New Mexico,35061,"76,688",,,
Albany County, New York,36001,"305,506",,,
Allegany County, New York,36003,"46,091",,,
Bronx County, New York,36005,"1,418,207",,,
Broome County, New York,36007,"190,488",,,
Cattaraugus County, New York,36009,"76,117",,,
Cayuga County, New York,36011,"76,576",,,
Chautauqua County, New York,36013,"126,903",,,
Chemung County, New York,36015,"83,456",,,
Chenango County, New York,36017,"47,207",,,
Clinton County, New York,36019,"80,485",,,
Columbia County, New York,36021,"59,461",,,
Cortland County, New York,36023,"47,581",,,
Delaware County, New York,36025,"44,135",,,
Dutchess County, New York,36027,"294,218",,,
Erie County, New York,36029,"918,702",,,
Essex County, New York,36031,"36,885",,,
Franklin County, New York,36033,"50,022",,,
Fulton County, New York,36035,"53,383",,,
Genesee County, New York,36037,"57,280",,,
Greene County, New York,36039,"47,188",,,
Hamilton County, New York,36041,"4,416",,,
Herkimer County, New York,36043,"61,319",,,
Jefferson County, New York,36045,"109,834",,,
Kings County, New York,36047,"2,559,903",,,
Lewis County, New York,36049,"26,296",,,
Livingston County, New York,36051,"62,914",,,
Madison County, New York,36053,"70,941",,,
Monroe County, New York,36055,"741,770",,,
Montgomery County, New York,36057,"49,221",,,
Nassau County, New York,36059,"1,356,924",,,
New York County, New York,36061,"1,628,706",,,
Niagara County, New York,36063,"209,281",,,
Oneida County, New York,36065,"228,671",,,
Onondaga County, New York,36067,"460,528",,,
Ontario County, New York,36069,"109,777",,,
Orange County, New York,36071,"384,940",,,
Orleans County, New York,36073,"40,352",,,
Oswego County, New York,36075,"117,124",,,
Otsego County, New York,36077,"59,493",,,
Putnam County, New York,36079,"98,320",,,
Queens County, New York,36081,"2,253,858",,,
Rensselaer County, New York,36083,"158,714",,,
Richmond County, New York,36085,"476,143",,,
Rockland County, New York,36087,"325,789",,,
Saratoga County, New York,36091,"229,863",,,
Schenectady County, New York,36093,"155,299",,,
Schoharie County, New York,36095,"30,999",,,
